time,member,sales,delta
2026-08-03T22:00:27+08:00,OffLine,11,
2026-08-03T22:00:38+08:00,OffLine,11,0
2026-08-03T22:00:48+08:00,OffLine,11,0
2026-08-03T22:00:59+08:00,OffLine,11,0
2026-08-03T22:01:09+08:00,OffLine,11,0
2026-08-03T22:01:20+08:00,OffLine,11,0
2026-08-03T22:01:42+08:00,OffLine,11,0
2026-08-03T22:01:53+08:00,OffLine,11,0
2026-08-03T22:02:04+08:00,OffLine,11,0
2026-08-03T22:02:14+08:00,OffLine,11,0
2026-08-03T22:02:24+08:00,OffLine,11,0
2026-08-03T22:02:34+08:00,OffLine,11,0
2026-08-03T22:02:55+08:00,OffLine,11,0
2026-08-03T22:03:05+08:00,OffLine,11,0
2026-08-03T22:03:16+08:00,OffLine,11,0
2026-08-03T22:03:26+08:00,OffLine,11,0
2026-08-03T22:03:37+08:00,OffLine,11,0
2026-08-03T22:03:47+08:00,OffLine,11,0
2026-08-03T22:04:08+08:00,OffLine,11,0
2026-08-03T22:04:18+08:00,OffLine,11,0
2026-08-03T22:04:29+08:00,OffLine,11,0
2026-08-03T22:04:39+08:00,OffLine,11,0
2026-08-03T22:04:49+08:00,OffLine,11,0
2026-08-03T22:04:59+08:00,OffLine,11,0
2026-08-03T22:05:23+08:00,OffLine,11,0
2026-08-03T22:05:33+08:00,OffLine,11,0
2026-08-03T22:05:43+08:00,OffLine,11,0
2026-08-03T22:05:54+08:00,OffLine,11,0
2026-08-03T22:06:04+08:00,OffLine,11,0
2026-08-03T22:06:15+08:00,OffLine,11,0
2026-08-03T22:06:36+08:00,OffLine,11,0
2026-08-03T22:06:46+08:00,OffLine,11,0
2026-08-03T22:06:57+08:00,OffLine,11,0
2026-08-03T22:07:07+08:00,OffLine,11,0
2026-08-03T22:07:18+08:00,OffLine,11,0
2026-08-03T22:07:28+08:00,OffLine,11,0
2026-08-03T22:07:50+08:00,OffLine,11,0
2026-08-03T22:08:00+08:00,OffLine,11,0
2026-08-03T22:08:10+08:00,OffLine,11,0
2026-08-03T22:08:21+08:00,OffLine,11,0
2026-08-03T22:08:31+08:00,OffLine,11,0
2026-08-03T22:08:42+08:00,OffLine,11,0
2026-08-03T22:09:02+08:00,OffLine,15,4
2026-08-03T22:09:13+08:00,OffLine,15,0
2026-08-03T22:09:23+08:00,OffLine,15,0
2026-08-03T22:09:33+08:00,OffLine,15,0
2026-08-03T22:09:44+08:00,OffLine,15,0
2026-08-03T22:09:54+08:00,OffLine,15,0
2026-08-03T22:10:15+08:00,OffLine,15,0
2026-08-03T22:10:26+08:00,OffLine,15,0
2026-08-03T22:10:37+08:00,OffLine,15,0
2026-08-03T22:10:47+08:00,OffLine,15,0
2026-08-03T22:10:58+08:00,OffLine,15,0
2026-08-03T22:11:08+08:00,OffLine,15,0
2026-08-03T22:11:29+08:00,OffLine,15,0
2026-08-03T22:11:39+08:00,OffLine,15,0
2026-08-03T22:11:49+08:00,OffLine,15,0
2026-08-03T22:12:00+08:00,OffLine,15,0
2026-08-03T22:12:10+08:00,OffLine,15,0
2026-08-03T22:12:20+08:00,OffLine,15,0
2026-08-03T22:12:42+08:00,OffLine,15,0
2026-08-03T22:12:52+08:00,OffLine,15,0
2026-08-03T22:13:03+08:00,OffLine,15,0
